article,author,url,DOI,year
A long-range dynamic GPS positioning system and its test results,"Yanming Feng;
Shaowei Han",https://ieeexplore.ieee.org/document/509148/,10.1109/PLANS.1996.509148,Year: 1996
An Improved Dynamic Set Point Weighted PI Controller for Servo Position Control Application,"Pubali Mitra;
Chanchal Dey;
Rajani K. Mudi",https://ieeexplore.ieee.org/document/7556819/,10.1109/CINE.2016.32,Year: 2016
Application of Kalman filter in Three Beidou Geostationary Satellites passive dynamic positioning,"Wu Xiao-dong;
Wu Si-liang;
Wang Ju;
Li Jia-qi",https://ieeexplore.ieee.org/document/4697138/,10.1109/ICOSP.2008.4697138,Year: 2008
Position control with dynamic obstacle avoidance in omnidirectional mobile robots,"Rodrigo Villalvazo-Covián;
Marlen Meza-Sánchez;
Eddie Clemente;
M. C. Rodríguez-Liñán;
Luis Monay-Arredondo;
Gustavo Olague",https://ieeexplore.ieee.org/document/9628427/,10.1109/ComRob53312.2021.9628427,Year: 2021
A neurodynamics-based dynamic surface control algorithm for tracking control of dynamic positioning vehicles,"Mingyu Fu;
Tong Liu;
Yujie Xu;
Jia Liu",https://ieeexplore.ieee.org/document/7554816/,10.1109/ChiCC.2016.7554816,Year: 2016
Estimation of low-frequency motion for ship Dynamic Positioning,"Linkai Xu;
Haixiang Xu;
Hui Feng;
Wenjuan Li;
Dehua Bu;
Xin Song",https://ieeexplore.ieee.org/document/6818247/,10.1109/ICNC.2013.6818247,Year: 2013
Accuracy Comparison Between GPS and BeiDou2/Compass of Dynamic Differential Positioning in the Experiment of Air-Gun in Reservoir,"Ming-Quan Hong;
Jun Li;
Guang Chen;
Wen-Bo Zhao;
Chao-Xian Chen",https://ieeexplore.ieee.org/document/7796148/,10.1109/SmartCloud.2016.55,Year: 2016
K-NN based positioning performance estimation for fingerprinting localization,"Jooyoung Kim;
Myungin Ji;
Ju-il Jeon;
Sangjoon Park;
Youngsu Cho",https://ieeexplore.ieee.org/document/7537073/,10.1109/ICUFN.2016.7537073,Year: 2016
Fault Diagnosis of Measurement System for Dynamic Positioning Ship based on NN-SVM Method,"Yuanhui Wang;
Chengcheng Bao;
Fuguang Ding",https://ieeexplore.ieee.org/document/8484722/,10.1109/ICMA.2018.8484722,Year: 2018
A nonlinear estimate filter designed for ship dynamic positioning,"Mingyu Fu;
Fuguang Ding;
Meng Li;
Pengfei Yi",https://ieeexplore.ieee.org/document/5524459/,10.1109/ICCA.2010.5524459,Year: 2010
Nonlinear controller based ADRC for dynamic positioned vessels,"Dawei Zhao;
Xinqian Bian;
Fuguang Ding",https://ieeexplore.ieee.org/document/5512102/,10.1109/ICINFA.2010.5512102,Year: 2010
Sliding mode control based on passive nonlinear observer for dynamic positioning vessels,"Guoqing Xia;
Xingchao Shao",https://ieeexplore.ieee.org/document/6025918/,10.1109/MEC.2011.6025918,Year: 2011
Study on Stochastic Nonlinear Observer in Ship Dynamic Positioning System,"SONG Ya-nan;
XU Rong-hua;
WANG Qin-ruo;
SONG Zi-yin",https://ieeexplore.ieee.org/document/9189294/,10.23919/CCC50068.2020.9189294,Year: 2020
Wave Filtering and State Estimation in Dynamic Positioning of Marine Vessels Using Position Measurement,"Mehdi Loueipour;
Mehdi Keshmiri;
Mohammad Danesh;
Mohsen Mojiri",https://ieeexplore.ieee.org/document/7182764/,10.1109/TIM.2015.2459551,Year: 2015
Preliminary study of multichain-based Loran positioning accuracy for a dynamic user in South Korea,"Pyo-Woong Son;
Joon Hyo Rhee;
Younghoon Han;
Kiyeol Seo;
Jiwon Seo",https://ieeexplore.ieee.org/document/8373482/,10.1109/PLANS.2018.8373482,Year: 2018
Kalman filters for dynamic position control of large scale systems,D.E. Ventzas,https://ieeexplore.ieee.org/document/565954/,10.1109/IECON.1996.565954,Year: 1996
Research on improved PID Dynamic Positioning System Based on Nonlinear Observer,"Dengfeng Xie;
Xuesheng Han;
Baozhu Jia;
Ying Liu;
Shuai Zheng",https://ieeexplore.ieee.org/document/8623715/,10.1109/CAC.2018.8623715,Year: 2018
High Precision Position Control Using an Adaptive Friction Compensation Approach,"Arvid Amthor;
Stephan Zschaeck;
Christoph Ament",https://ieeexplore.ieee.org/document/5350440/,10.1109/TAC.2009.2036307,Year: 2010
Vibration Suppression and Over-Quadrant Error Mitigation Methods for a Ball-Screw Driven Servo System With Dual-Position Feedback,"Ming Yang;
Qinan Ni;
Xiaosheng Liu;
Dianguo Xu",https://ieeexplore.ieee.org/document/9256347/,10.1109/ACCESS.2020.3037491,Year: 2020
A Fusion Algorithm Based on Position Difference Filtering and Least Squares Estimate for Dynamic Scene Matching,"Zhaohui Xia;
Jianyong Wang;
Xiaogang Yang",https://ieeexplore.ieee.org/document/6746424/,10.1109/CIS.2013.88,Year: 2013
Network-Based T–S Fuzzy Dynamic Positioning Controller Design for Unmanned Marine Vehicles,"Yu-Long Wang;
Qing-Long Han;
Min-Rui Fei;
Chen Peng",https://ieeexplore.ieee.org/document/8354793/,10.1109/TCYB.2018.2829730,Year: 2018
Nonlinear output feedback control of dynamically positioned ships using vectorial observer backstepping,"T.I. Fossen;
A. Grovlen",https://ieeexplore.ieee.org/document/654882/,10.1109/87.654882,Year: 1998
An improved fuzzy system for position control of permanent magnet linear motor,"You-Ping Chen;
Dai-Lin Zhang;
Wu Ai;
Zu-De Zhou;
Ling-Yun Liu",https://ieeexplore.ieee.org/document/1527407/,10.1109/ICMLC.2005.1527407,Year: 2005
Relative Positioning of Autonomous Systems using Signals of Opportunity,"Nicolas Souli;
Panayiotis Kolios;
Georgios Ellinas",https://ieeexplore.ieee.org/document/9128912/,10.1109/VTC2020-Spring48590.2020.9128912,Year: 2020
An optimization approach for robust transformation of measured range data into position estimates in wireless networks,"Juan Carlos Fuentes Michel;
Martin Vossiek",https://ieeexplore.ieee.org/document/5307877/,10.1109/IMWS2.2009.5307877,Year: 2009
Practical evaluation and tuning methodology for indoor positioning systems,"Grigorios G. Anagnostopoulos;
Carlos Martínez de la Osa;
Tiago Nunes;
Abbass Hammoud;
Michel Deriaz;
Dimitri Konstantas",https://ieeexplore.ieee.org/document/7809961/,10.1109/UPINLBS.2016.7809961,Year: 2016
Improved study on position measurement system for linear motor applied in electromagnetic launch system,"Wanzhi Rui;
Mingjin Xu;
Penghui Guo;
Jin Xu",https://ieeexplore.ieee.org/document/8766965/,10.30941/CESTEMS.2019.00029,Year: 2019
A two-bunch beam position monitor,"E. Medvedko;
R. Aiello;
S. Smith",https://ieeexplore.ieee.org/document/751125/,10.1109/PAC.1997.751125,Year: 1997
Integrating GPS/INS and adaptive monopulse MUSIC for position location,"E.P. Blasch;
E.B. Culpepper",https://ieeexplore.ieee.org/document/670215/,10.1109/PLANS.1998.670215,Year: 1998
Design of Low-cost Position Differential Positioning System Based on STM32,"Haijun Fu;
Gang Xiong;
Shichao Chen;
Ming Qiu;
Haonan Xiong;
Zhen Shen;
Xisong Dong;
Xiang Su;
Xiujiang Guo",https://ieeexplore.ieee.org/document/8623492/,10.1109/CAC.2018.8623492,Year: 2018
The research on integrated testing equipment of Electro-hydraulic Proportional Direction Valve,"Su Gang;
Sun Haiping;
Chen Lina",https://ieeexplore.ieee.org/document/5536078/,10.1109/MACE.2010.5536078,Year: 2010
Relationship between dilution of precision for point positioning and for relative positioning with GPS,R.O. Nielsen,https://ieeexplore.ieee.org/document/570809/,10.1109/7.570809,Year: 1997
Precise Positioning of Nonsmooth Dynamic Systems Using Fuzzy Wavelet Echo State Networks and Dynamic Surface Sliding Mode Control,"Seong I. Han;
Jang M. Lee",https://ieeexplore.ieee.org/document/6301695/,10.1109/TIE.2012.2218560,Year: 2013
Exploring the dynamic measurement of position,"C. Randell;
H.L. Muller",https://ieeexplore.ieee.org/document/1167226/,10.1109/ISWC.2002.1167226,Year: 2002
Fault detection in lever-arm-compensated position reference systems based on nonlinear attitude observers and inertial measurements in dynamic positioning,"Robert H. Rogne;
Torleiv H. Bryne;
Tor A. Johansen;
Thor I. Fossen",https://ieeexplore.ieee.org/document/7525043/,10.1109/ACC.2016.7525043,Year: 2016
Design of weighting filters with dynamic uncertainty for ultra precision positioning stage,"Xin Luo;
Xiu-lan Bao;
Xue-dong Chen;
Li-zhan Zeng;
Hua-yan Pu;
Yi-xi Ye;
Jin-cheng Zhu",https://ieeexplore.ieee.org/document/5428904/,10.1109/SPAWDA.2009.5428904,Year: 2009
A modular designed dynamic positioning experiment system and its application on a ship model,"Jian Wang;
Jing-yang Liu;
Hong Yi",https://ieeexplore.ieee.org/document/7485681/,10.1109/OCEANSAP.2016.7485681,Year: 2016
A sector-based campus-wide indoor positioning system,"Thomas J. Gallagher;
Binghao Li;
Andrew G. Dempster;
Chris Rizos",https://ieeexplore.ieee.org/document/5648250/,10.1109/IPIN.2010.5648250,Year: 2010
Application of dynamic positioning techniques to working class remotely operated vehicles (ROVs),D.G. Langrock,https://ieeexplore.ieee.org/document/295531/,,Year: 1993
