article,author,url,DOI,year
Architecture of an IoT-based system for football supervision (IoT Football),"Mohammed Abdulaziz Ikram;
Mohammad Dahman Alshehri;
Farookh Khadeer Hussain",https://ieeexplore.ieee.org/document/7389029/,10.1109/WF-IoT.2015.7389029,Year: 2015
A double regulated footer and header voltage technique for ultra-low power IoT SRAM,Huan Minh Vo,https://ieeexplore.ieee.org/document/8355203/,10.1109/WF-IoT.2018.8355203,Year: 2018
Sharing user IoT devices in the cloud,"Yazid Benazzouz;
Christophe Munilla;
Ozan Günalp;
Mathieu Gallissot;
Levent Gürgen",https://ieeexplore.ieee.org/document/6803193/,10.1109/WF-IoT.2014.6803193,Year: 2014
Energy Harvesting Meets IoT: Fuelling Adoption of Transient Computing in Embedded Systems,"Domenico Balsamo;
Michele Magno;
Kacper Kubara;
Bogdan Lazarescu;
Geoff V. Merrett",https://ieeexplore.ieee.org/document/8767302/,10.1109/WF-IoT.2019.8767302,Year: 2019
Design and Implementation of a Wearable Sensor Network System for IoT-Connected Safety and Health Applications,"Fan Wu;
Taiyang Wu;
Mehmet Rasit Yuce",https://ieeexplore.ieee.org/document/8767280/,10.1109/WF-IoT.2019.8767280,Year: 2019
Software execution freeze-safe microcontroller using power profile tracking for IoT-driven connected services,"Hyeongrae Kim;
Dongkyu Lee;
Jeonghun Cho;
Daejin Park",https://ieeexplore.ieee.org/document/8355178/,10.1109/WF-IoT.2018.8355178,Year: 2018
Identity/identifier-enabled networks (IDEAS) for Internet of Things (IoT),"Bin Da;
Padmadevi Pillay Esnault;
Shihui Hu;
Chuang Wang",https://ieeexplore.ieee.org/document/8355102/,10.1109/WF-IoT.2018.8355102,Year: 2018
"Real Time Tracking and Alert System for Laptop through Implementation of GPS, GSM, Motion Sensor and Cloud Services for Antitheft Purposes","Nirit Datta;
Ashutosh Malik;
Mukund Agarwal;
Anirudh Jhunjhunwala",https://ieeexplore.ieee.org/document/8777477/,10.1109/IoT-SIU.2019.8777477,Year: 2019
Fiber Bragg Grating basedLandslide Early Warning System,"Shweta Pant;
Sharath Umesh;
Sundarrajan Asokan",https://ieeexplore.ieee.org/document/8519914/,10.1109/IoT-SIU.2018.8519914,Year: 2018
Mapping QoE with Resource Estimation in IoT,"Mohammad Aazam;
Khaled A. Harras",https://ieeexplore.ieee.org/document/8767254/,10.1109/WF-IoT.2019.8767254,Year: 2019
Water Level Monitoring and Management of Dams using IoT,"Sai Sreekar Siddula;
Phaneendra Babu;
P. C. Jain",https://ieeexplore.ieee.org/document/8519843/,10.1109/IoT-SIU.2018.8519843,Year: 2018
Energy efficient IoT-based smart home,"Laila Salman;
Safa Salman;
Saeed Jahangirian;
Mehdi Abraham;
Fred German;
Charlotte Blair;
Peter Krenz",https://ieeexplore.ieee.org/document/7845449/,10.1109/WF-IoT.2016.7845449,Year: 2016
IoT Manager: a Case Study of the Design and Implementation of an Open Source IoT Platform,"Luca Calderoni;
Antonio Magnani;
Dario Maio",https://ieeexplore.ieee.org/document/8767304/,10.1109/WF-IoT.2019.8767304,Year: 2019
Transfer protocols of tiny data blocks in IoT and their performance evaluation,"Tetsuya Yokotani;
Yuya Sasaki",https://ieeexplore.ieee.org/document/7845442/,10.1109/WF-IoT.2016.7845442,Year: 2016
A pragmatic approach to solving IoT interoperability and security problems in an eHealth context,"Raffaele Giaffreda;
Luca Capra;
Fabio Antonelli",https://ieeexplore.ieee.org/document/7845452/,10.1109/WF-IoT.2016.7845452,Year: 2016
DynaSens: Dynamic Scheduling for IoT Devices Sustainability,"Neda Maleki;
Arslan Musaddiq;
Daniel Toll;
Francis Palma;
Tobias Olsson;
David Mozart;
Mustafa Omareen;
Fredrik Ahlgren",https://ieeexplore.ieee.org/document/9880629/,10.1109/CoBCom55489.2022.9880629,Year: 2022
Constructing National Geospatial Big Data Platform: Current Status and Future Direction,"Junghee Jo;
In-Hak Joo;
Kang-Woo Lee",https://ieeexplore.ieee.org/document/8767322/,10.1109/WF-IoT.2019.8767322,Year: 2019
IoT-Enabled Group Activity Recognition Services Using a Modeling Language Approach,"Amin B. Abkenar;
Seng W. Loke;
Arkady Zaslavsky",https://ieeexplore.ieee.org/document/8519854/,10.1109/IoT-SIU.2018.8519854,Year: 2018
ThingsDriver: A Unified Interoperable Driver for IoT Nodes,"Abdelrahman Elewah;
Walid M. Ibrahim;
Ahmed Rafıkl;
Khalid Elgazzar",https://ieeexplore.ieee.org/document/9824989/,10.1109/IWCMC55113.2022.9824989,Year: 2022
Advancements towards Global IoT Device Discovery and Integration,"Anas Dawod;
Dimitrios Georgakopoulos;
Prem Prakash Jayaraman;
Ampalavanapillai Nirmalathas",https://ieeexplore.ieee.org/document/8815688/,10.1109/ICIOT.2019.00034,Year: 2019
Economic impact of IoT cyber risk - Analysing past and present to predict the future developments in IoT risk analysis and IoT cyber insurance,"Petar Radanliev;
Dave De Roure;
Stacy Cannady;
Rafael Mantilla Montalvo;
Razvan Nicolescu;
Michael Huth",https://ieeexplore.ieee.org/document/8379690/,10.1049/cp.2018.0003,Year: 2018
A Novel Cognitive IoT Gateway Framework: Towards a Holistic Approach to IoT Interoperability,"Tolulope Adesina;
Oladiipo Osasona",https://ieeexplore.ieee.org/document/8767248/,10.1109/WF-IoT.2019.8767248,Year: 2019
Animal monitoring based on IoT technologies,"Luís Nóbrega;
André Tavares;
António Cardoso;
Pedro Gonçalves",https://ieeexplore.ieee.org/document/8373045/,10.1109/IOT-TUSCANY.2018.8373045,Year: 2018
IoT-Aided Charity: An Excess Food Redistribution Framework,"Venura S. A Abeysinghe Achchige Don;
Seng W. Loke;
Arkady Zaslavsky",https://ieeexplore.ieee.org/document/8519856/,10.1109/IoT-SIU.2018.8519856,Year: 2018
FIT IoT-LAB: A large scale open experimental IoT testbed,"Cedric Adjih;
Emmanuel Baccelli;
Eric Fleury;
Gaetan Harter;
Nathalie Mitton;
Thomas Noel;
Roger Pissard-Gibollet;
Frederic Saint-Marcel;
Guillaume Schreiner;
Julien Vandaele;
Thomas Watteyne",https://ieeexplore.ieee.org/document/7389098/,10.1109/WF-IoT.2015.7389098,Year: 2015
An IoT Approach for Wireless Sensor Networks Applied to e-Health Environmental Monitoring,"J. Cabra;
D. Castro;
J. Colorado;
D. Mendez;
L. Trujillo",https://ieeexplore.ieee.org/document/8276810/,10.1109/iThings-GreenCom-CPSCom-SmartData.2017.91,Year: 2017
ARMOUR: Large-scale experiments for IoT security & trust,"Salvador Pérez;
Juan A. Martínez;
Antonio F. Skarmeta;
Márcio Mateus;
Bruno Almeida;
Pedro Maló",https://ieeexplore.ieee.org/document/7845504/,10.1109/WF-IoT.2016.7845504,Year: 2016
IoT-MAP: IoT mashup application platform for the flexible IoT ecosystem,"Sehyeon Heo;
Sungpil Woo;
Janggwan Im;
Daeyoung Kim",https://ieeexplore.ieee.org/document/7356561/,10.1109/IOT.2015.7356561,Year: 2015
Abstracting IoT devices using virtual machine for wireless sensor nodes,"Takayuki Suyama;
Yasue Kishino;
Futoshi Naya",https://ieeexplore.ieee.org/document/6803190/,10.1109/WF-IoT.2014.6803190,Year: 2014
Proceedings 2019 4th International Conference on Internet of Things: Smart Innovation and Usages,"2019 4th International Conference on Internet of Things: Smart Innovation and Usages (IoT-SIU)
Year: 2019 | Conference Paper | Publisher: IEEE",https://ieeexplore.ieee.org/document/8777627/,10.1109/IoT-SIU.2019.8777627,Year: 2019
IoT BasedSmart Waste Management System: India prospective,"Rishabh Kumar Singhvi;
Roshan Lal Lohar;
Ashok Kumar;
Ranjeet Sharma;
Lakhan Dev Sharma;
Ritesh Kumar Saraswat",https://ieeexplore.ieee.org/document/8777698/,10.1109/IoT-SIU.2019.8777698,Year: 2019
Battery Condition Prognostic System using IoT in Smart Microgrids,"M. S. Gayathri;
A. N. Ravishankar;
S. Kumaravel;
S. Ashok",https://ieeexplore.ieee.org/document/8519859/,10.1109/IoT-SIU.2018.8519859,Year: 2018
Automatic Vehicle Counting for IoT based Smart Traffic Management System for Indian urban Settings,"Satbir Singh;
Baldev Singh;
Ramandeep;
Baljit Singh;
Amitava Das",https://ieeexplore.ieee.org/document/8777722/,10.1109/IoT-SIU.2019.8777722,Year: 2019
Identification and Visualization of Hazardous Gases Using IoT,"Yashvin Munsadwala;
Pankti Joshi;
Pranav Patel;
Keyur Rana",https://ieeexplore.ieee.org/document/8777481/,10.1109/IoT-SIU.2019.8777481,Year: 2019
Low Cost Energy Efficient Smart Security System with Information Stamping for IoT Networks,"Jayendra Kumar;
Paidi Raja Ramesh",https://ieeexplore.ieee.org/document/8519875/,10.1109/IoT-SIU.2018.8519875,Year: 2018
IoT-Flock: An Open-source Framework for IoT Traffic Generation,"Syed Ghazanfar;
Faisal Hussain;
Atiq Ur Rehman;
Ubaid U. Fayyaz;
Farrukh Shahzad;
Ghalib A. Shah",https://ieeexplore.ieee.org/document/9080732/,10.1109/ICETST49965.2020.9080732,Year: 2020
A Comparitive Analysis on E-Voting System Using Blockchain,"Kanika Garg;
Pavi Saraswat;
Sachin Bisht;
Sahil Kr. Aggarwal;
Sai Krishna Kothuri;
Sahil Gupta",https://ieeexplore.ieee.org/document/8777471/,10.1109/IoT-SIU.2019.8777471,Year: 2019
Arduino Based Smart Energy Meter using GSM,"Himanshu K. Patel;
Tanish Mody;
Anshul Goyal",https://ieeexplore.ieee.org/document/8777490/,10.1109/IoT-SIU.2019.8777490,Year: 2019
Energy efficient and scalable device-to-device discovery protocol with fast discovery,"Po-Kai Huang;
Emily Qi;
Minyoung Park;
Adrian Stephens",https://ieeexplore.ieee.org/document/6694047/,10.1109/IoT-NC.2013.6694047,Year: 2013
"Enhancing bank security system using Face Recognition, Iris Scanner and Palm Vein Technology","Raj Gusain;
Hemant Jain;
Shivendra Pratap",https://ieeexplore.ieee.org/document/8519850/,10.1109/IoT-SIU.2018.8519850,Year: 2018
Smart learning based on augmented reality with android platform and its applicability,"Yogita Bahuguna;
Aashish Verma;
Kunal Raj",https://ieeexplore.ieee.org/document/8519853/,10.1109/IoT-SIU.2018.8519853,Year: 2018
Performance Analysis of Human Face Recognition Techniques,"Sharmila;
Raman Sharma;
Dhanajay Kumar;
Vaishali Puranik;
Kritika Gautham",https://ieeexplore.ieee.org/document/8777610/,10.1109/IoT-SIU.2019.8777610,Year: 2019
Software Fault Proneness Prediction Using Genetic Based Machine Learning Techniques,"Amod Kumar;
Ashwni Bansal",https://ieeexplore.ieee.org/document/8777494/,10.1109/IoT-SIU.2019.8777494,Year: 2019
Identifying Traffic Congestion Pattern using K-means Clustering Technique,"Md. Ashifuddin Mondal;
Zeenat Rehena",https://ieeexplore.ieee.org/document/8777729/,10.1109/IoT-SIU.2019.8777729,Year: 2019
Performance Enhancement of Automatic Speech Recognition System using Euclidean Distance Comparison and Artificial Neural Network,"Anurag Bajpai;
Umang Varshney;
Deepam Dubey",https://ieeexplore.ieee.org/document/8519839/,10.1109/IoT-SIU.2018.8519839,Year: 2018
Modeling of Stock Consistency in the Approach Flow System of the Headbox,"Pradeep Kumar Juneja;
Mayank Chaturvedi;
Saurav Suman;
Kajal Antil",https://ieeexplore.ieee.org/document/8519860/,10.1109/IoT-SIU.2018.8519860,Year: 2018
A New Wavelet-based Multifocus Image Fusion Technique using Method Noise-Median Filtering,"Madhu Bala Bhatt;
Deepak Arya;
Achyuta Nand Mishra;
Mayank Singh;
Prabhishek Singh;
Malti Gautam",https://ieeexplore.ieee.org/document/8777615/,10.1109/IoT-SIU.2019.8777615,Year: 2019
Hardware Co-Simulation of Adaptive Noise Cancellation System using LMS and Leaky LMS Algorithms,"Deepak Kumar Gupta;
Vjiay Kumar Gupta;
Mahesh Chandra;
A. N. Mishra;
Praween Kumar Srivastava",https://ieeexplore.ieee.org/document/8777658/,10.1109/IoT-SIU.2019.8777658,Year: 2019
Filtering spam messages and mails using fuzzy C means algorithm,"Anuj Kumar Singh;
Shashi Bhushan;
Sonakshi Vij",https://ieeexplore.ieee.org/document/8777483/,10.1109/IoT-SIU.2019.8777483,Year: 2019
An Agent Based Virtual Machine Migration Process for Cloud Environment,"Gurpreet Singh;
Manisha Malhotra;
Ajay Sharma",https://ieeexplore.ieee.org/document/8777706/,10.1109/IoT-SIU.2019.8777706,Year: 2019
Cloud Based Smart Dustbin System for Metro Station,"Aayush Tripathi;
Chinmay Pandey;
Ankur Narwal;
Devashish Negi",https://ieeexplore.ieee.org/document/8519845/,10.1109/IoT-SIU.2018.8519845,Year: 2018
Gesture Recognition System,"Prerna Sharma;
Naman Sharma",https://ieeexplore.ieee.org/document/8777487/,10.1109/IoT-SIU.2019.8777487,Year: 2019
Encryption Algorithm Based on Neural Network,"Pavi Saraswat;
Kanika Garg;
Rajan Tripathi;
Ayush Agarwal",https://ieeexplore.ieee.org/document/8777637/,10.1109/IoT-SIU.2019.8777637,Year: 2019
A Performance Evaluation Model for Mobile Applications,"Puneet Kumar Aggarwal;
P. S. Grover;
Laxmi Ahuja",https://ieeexplore.ieee.org/document/8777497/,10.1109/IoT-SIU.2019.8777497,Year: 2019
Performance Evaluation of Routing Protocols in Wireless Sensor Networks,"Roma Saxena;
Vinay Rishiwal;
Omkar Singh",https://ieeexplore.ieee.org/document/8519933/,10.1109/IoT-SIU.2018.8519933,Year: 2018
Computer Vision based drowsiness detection for motorized vehicles with Web Push Notifications,Rahul Atul Bhope,https://ieeexplore.ieee.org/document/8777652/,10.1109/IoT-SIU.2019.8777652,Year: 2019
Substantiation of Software Defect Prediction using Statistical Learning: An Empirical Study,"Shiwang Agarwal;
Sajal Gupta;
Rishabh Aggarwal;
Shashank Maheshwari;
Lipika Goel;
Sonam Gupta",https://ieeexplore.ieee.org/document/8777507/,10.1109/IoT-SIU.2019.8777507,Year: 2019
Advancement in Quality of Services in Wireless Sensor Networks,"Anuj Kumar Singh;
Pramod Kumar",https://ieeexplore.ieee.org/document/8519842/,10.1109/IoT-SIU.2018.8519842,Year: 2018
The Model for Determining Weight Coefficients of Maintainability Criteria in Agile Software Development Process,"Parita Jain;
Arun Sharma;
Laxmi Ahuja",https://ieeexplore.ieee.org/document/8777609/,10.1109/IoT-SIU.2019.8777609,Year: 2019
Multi-feature Based Automated Flower Harvesting Techniques in Deep Convolutional Neural Networking,"Charu Shree;
Rupinder Kaur;
Surbhi Upadhyay;
Jitendra Joshi",https://ieeexplore.ieee.org/document/8777338/,10.1109/IoT-SIU.2019.8777338,Year: 2019
Implementation of AES Employing Systolic Array and Pipelining Approach,"Sonam Negi;
Pushpendra Raj;
Satendra Kumar Chauhan;
Prashant Kumar",https://ieeexplore.ieee.org/document/8519913/,10.1109/IoT-SIU.2018.8519913,Year: 2018
Old Handwritten Music Symbol Recognition using the Combination of Foreground and Background Projection Profiles,"Savitri Apparao Nawade;
Rajmohan Pardeshi;
Chitra Dhawale;
Mallikarjun Hangarge",https://ieeexplore.ieee.org/document/8519881/,10.1109/IoT-SIU.2018.8519881,Year: 2018
Energy conservation and Missing value prediction model in Wireless Sensor Network,"Aditya Rawat;
Akash Gupta;
Anuj Singh;
Shashi Bhushan",https://ieeexplore.ieee.org/document/8777480/,10.1109/IoT-SIU.2019.8777480,Year: 2019
"Smart Kitchen with New Measurement, Web and Application Based with Affordable Design","Arvind Arya;
Akash Taliyan;
Pradeep Chauhan;
Anju Gautam",https://ieeexplore.ieee.org/document/8777488/,10.1109/IoT-SIU.2019.8777488,Year: 2019
A Current Based Algorithm Using Harmonic Wavelet Transform and Rule Based Decision Tree for Transmission Line Protection,"Rajesh Kumar;
Om Prakash Mahela;
Mahendra Kumar;
Nitin Kumar Suyan;
Neeraj Kumar",https://ieeexplore.ieee.org/document/8777667/,10.1109/IoT-SIU.2019.8777667,Year: 2019
An Enhanced MoBayesShrink Thresholding for Medical Image Denoising,"Manoj Diwakar;
Tejeswi Chauhan;
Pankaj Negi;
Dheeraj Negi;
Bharat Bhardwaj;
Prabhishek Singh",https://ieeexplore.ieee.org/document/8777492/,10.1109/IoT-SIU.2019.8777492,Year: 2019
Performance Analysis of 4:1 Multiplexer with DTMOS Technique,"Sheetal;
Ashwni Kumar;
Ritu Kandari;
Surbhi Bharti",https://ieeexplore.ieee.org/document/8777465/,10.1109/IoT-SIU.2019.8777465,Year: 2019
"Optimization of CSMA (Carrier Sense Multiple Access) over AODV, DSR & WRP Routing Protocol","Deepak Srivastava;
Vibhor Sharma;
Dheresh Soni",https://ieeexplore.ieee.org/document/8777683/,10.1109/IoT-SIU.2019.8777683,Year: 2019
Realization of Printed Rotated Slot Antenna With Tuning Stubs Fed by Microstrip Feedline for Bandwidth Enhancement,"Rakhshanda Jabeen;
G S Tripathi",https://ieeexplore.ieee.org/document/8519844/,10.1109/IoT-SIU.2018.8519844,Year: 2018
Design and Development of a MEMS Stacked Thermoelectric Microwatt Generator,Kritik Soman,https://ieeexplore.ieee.org/document/8519925/,10.1109/IoT-SIU.2018.8519925,Year: 2018
Baseline correction of ECG using regression estimation method,"Jagdeep Rahul;
Marpe Sora;
LakhanDev Sharma",https://ieeexplore.ieee.org/document/8777622/,10.1109/IoT-SIU.2019.8777622,Year: 2019
Disaster Relief and Data Gathering Rover,"S. V. V. Srinivas;
Aditya Kumar Singh;
Aman Raj;
Abhishek Shukla;
Rachit Patel;
Aviral Malay",https://ieeexplore.ieee.org/document/8519868/,10.1109/IoT-SIU.2018.8519868,Year: 2018
Comparison of Approaches ofDistributed Satellite Image Edge Detection on Hadoop,"Tapan Sharma;
Vinod Shokeen;
Sunil Mathur",https://ieeexplore.ieee.org/document/8519906/,10.1109/IoT-SIU.2018.8519906,Year: 2018
Digital Patient Eye,"Muneer Khan;
Aayush Tripathi",https://ieeexplore.ieee.org/document/8519841/,10.1109/IoT-SIU.2018.8519841,Year: 2018
Disease Manifestation Prediction from Weather Data Using Extreme Learning Machine,"B. K. Singh;
R. P. Singh;
Tejasvee Bisen;
Shweta Kharayat",https://ieeexplore.ieee.org/document/8519908/,10.1109/IoT-SIU.2018.8519908,Year: 2018
A Method of Segmentation in 3D Medical Image for selection of Region of Interest (ROI),"Amit Kumar;
Pratibha",https://ieeexplore.ieee.org/document/8519916/,10.1109/IoT-SIU.2018.8519916,Year: 2018
Design and development of weather station for the 3.6 m Devasthal Optical Telescope,"T. S. Kumar;
Purushottam Jangid",https://ieeexplore.ieee.org/document/8519924/,10.1109/IoT-SIU.2018.8519924,Year: 2018
Encounters in handling ICT especially Telemedicine centers in isolated tribal hilly areas of Uttarakhand,"Puneet Chandra Verma;
Ashutosh Kumar Bhatt;
Abhay Saxena;
Chandrashekhar Patel",https://ieeexplore.ieee.org/document/8519936/,10.1109/IoT-SIU.2018.8519936,Year: 2018
Designing and Analysis of Microstrip Patch Antenna For UWB Applications,"Inderpreet Kaur;
Anil Kumar Singh;
Jagriti Makhija;
Sakshi Gupta;
Krishna Kumar Singh",https://ieeexplore.ieee.org/document/8519867/,10.1109/IoT-SIU.2018.8519867,Year: 2018
QB Sort:An Efficient computational Algorithm for advance networks,Shweta Saxena,https://ieeexplore.ieee.org/document/8519911/,10.1109/IoT-SIU.2018.8519911,Year: 2018
Simulation and Analysis of Single Layer Silicon 2D P-i-N Solar Cell Using Comsol,"Rajan Prasad Tripathi;
Tanmay Aggarwal;
Agneev Das;
Rahul Kumar Verma",https://ieeexplore.ieee.org/document/8777702/,10.1109/IoT-SIU.2019.8777702,Year: 2019
Analysis of Slotsin Patch Antenna for wide Band,"Tanmay Aggarwal;
Prachi Jain;
Rahul KumarVerma;
Rajan Tripathi",https://ieeexplore.ieee.org/document/8777491/,10.1109/IoT-SIU.2019.8777491,Year: 2019
Improvement in COCOMO Modal using Optimization algorithms to reduce MMRE Values for Effort Estimation,"Pramod Kumar Sethy;
Shruti Rani",https://ieeexplore.ieee.org/document/8777629/,10.1109/IoT-SIU.2019.8777629,Year: 2019
Analysis of MANET Payload Delivery Behaviour with Parallel Routingthrough MIMO,"Ishu Sharma;
K.R. Ramkumar",https://ieeexplore.ieee.org/document/8777668/,10.1109/IoT-SIU.2019.8777668,Year: 2019
Entropy based Biclustering Model,"Naveen Trivedi;
Suvendu Kanungo",https://ieeexplore.ieee.org/document/8519879/,10.1109/IoT-SIU.2018.8519879,Year: 2018
Processor Specific Green Counter Based on HSTL IO Standards Design on 90nm FPGA,"Sushant Shekhar;
Ritik Raj;
Ajay Kumar;
Gaurav Verma;
Pushpendra Raj",https://ieeexplore.ieee.org/document/8519883/,10.1109/IoT-SIU.2018.8519883,Year: 2018
A 50 V Multi-Gate RF LMOS on InGaAs,"Amit Kumar;
Mohit Payal;
Abhishek Chakravorty;
Gagan Sharma;
Keshav Kant",https://ieeexplore.ieee.org/document/8519917/,10.1109/IoT-SIU.2018.8519917,Year: 2018
An HMM Approach with a Quantum Receiver on 2-D Image Field to Identify Footsteps,"Rajneesh Vashisht;
Harish Parthasarathy;
Tarun Kumar Rawat;
Avinash Srivastava",https://ieeexplore.ieee.org/document/8777641/,10.1109/IoT-SIU.2019.8777641,Year: 2019
Comparative harmonic analysis of Diode clamped multi-level inverter,"Vikas Deep Juyal;
Nitin Upadhyay;
K. V. Singh;
A. Chakravorty;
Anoop Kumar Maurya",https://ieeexplore.ieee.org/document/8519887/,10.1109/IoT-SIU.2018.8519887,Year: 2018
Lumen Degradation of LEDs in Solar Lighting Systems,"Lakshita Duseja;
Anuradha Tomar",https://ieeexplore.ieee.org/document/8777714/,10.1109/IoT-SIU.2019.8777714,Year: 2019
Efficient Method for Isolated Marathi Digits Recognition using DWT and Soft Computing Techniques,"Atul Narkhede;
M. U. Nemade",https://ieeexplore.ieee.org/document/8519893/,10.1109/IoT-SIU.2018.8519893,Year: 2018
Smart Luggage Carrier,"Bhanu Prakash Tiwari;
Anchal Gupta;
Yash Garg;
Priyanshu Pandey",https://ieeexplore.ieee.org/document/8519895/,10.1109/IoT-SIU.2018.8519895,Year: 2018
Design of an Inset- Fed Slotted Triple Band Antenna,"Mohit Mohta;
Asmita Rajawat;
Sindhu Hak Gupta",https://ieeexplore.ieee.org/document/8519937/,10.1109/IoT-SIU.2018.8519937,Year: 2018
Experimental study for Gurmukhi Handwritten Character Recognition,Jaspreet Singh,https://ieeexplore.ieee.org/document/8777335/,10.1109/IoT-SIU.2019.8777335,Year: 2019
Recent Developments in Dual Gate Based Thin Film Transistors and Their Applications,"Neha Mishra;
Brijesh Kumar;
Shagun Pal",https://ieeexplore.ieee.org/document/8519910/,10.1109/IoT-SIU.2018.8519910,Year: 2018
Smart Lightning and Security System,"Tina;
Sonam;
Harshit;
Muskan Singla",https://ieeexplore.ieee.org/document/8777632/,10.1109/IoT-SIU.2019.8777632,Year: 2019
