article,author,url,DOI,year
Keynote Abstracts,"2019 International Conference on Deep Learning and Machine Learning in Emerging Applications (Deep-ML)
Year: 2019 | Conference Paper | Publisher: IEEE",https://ieeexplore.ieee.org/document/8876948/,10.1109/Deep-ML.2019.00008,Year: 2019
Interpretable Machine Learning in Healthcare through Generalized Additive Model with Pairwise Interactions (GA2M): Predicting Severe Retinopathy of Prematurity,"Tamer Karatekin;
Selim Sancak;
Gokhan Celik;
Sevilay Topcuoglu;
Guner Karatekin;
Pinar Kirci;
Ali Okatan",https://ieeexplore.ieee.org/document/8876951/,10.1109/Deep-ML.2019.00020,Year: 2019
Runway Detection and Localization in Aerial Images using Deep Learning,"Javeria Akbar;
Muhammad Shahzad;
Muhammad Imran Malik;
Adnan Ul-Hasan;
Fasial Shafait",https://ieeexplore.ieee.org/document/8945889/,10.1109/DICTA47822.2019.8945889,Year: 2019
Deep Learning Based Effective Weather Prediction Model for Tunceli City,"Anil Utku;
Ümit Can",https://ieeexplore.ieee.org/document/9558952/,10.1109/UBMK52708.2021.9558952,Year: 2021
Plant Disease Classification using Ensemble Deep Learning,"Hüseyin Gündüz;
Sevcan Yılmaz Gündüz",https://ieeexplore.ieee.org/document/9864776/,10.1109/SIU55565.2022.9864776,Year: 2022
Deep Learning Based Vehicle Detection From Aerial Images,"Hüseyin Seçkin DIKBAYIR;
Halil Ïbrahim BÜLBÜL",https://ieeexplore.ieee.org/document/9356301/,10.1109/ICMLA51294.2020.00155,Year: 2020
Development of a deep learning method for CT-free correction for an ultra-long axial field of view PET scanner,"Song Xue;
Karl Peter Bohn;
Rui Guo;
Hasan Sari;
Marco Viscione;
Axel Rominger;
Biao Li;
Kuangyu Shi",https://ieeexplore.ieee.org/document/9630590/,10.1109/EMBC46164.2021.9630590,Year: 2021
A Deep Learning Method on Audio and Text Sequences for Automatic Depression Detection,"Jing Xiao;
Yongming Huang;
Guobao Zhang;
Wei Liu",https://ieeexplore.ieee.org/document/9712128/,10.1109/ICAML54311.2021.00088,Year: 2021
COVID-19 Classification with CT Scan and Advanced Deep Learning Technologies,Ziyi Li,https://ieeexplore.ieee.org/document/9824858/,10.1109/CVIDLICCEA56201.2022.9824858,Year: 2022
Fireworks Image Classification with Deep Learning,"Chih-Lung Chang;
Hsin-Ming Tseng;
Hsueh-Ting Chu",https://ieeexplore.ieee.org/document/9778070/,10.1109/TAAI54685.2021.00067,Year: 2021
Deep Learning of Biomechanical Dynamics With Spatial Variability for Lifestyle Management,"Kiirthanaa Gangadharan;
Qingxue Zhang",https://ieeexplore.ieee.org/document/9754916/,10.1109/LifeTech53646.2022.9754916,Year: 2022
Investigating Deep Learning Based Breast Cancer Subtyping Using Pan-Cancer and Multi-Omic Data,"Francisco Cristovao;
Silvia Cascianelli;
Arif Canakoglu;
Mark Carman;
Luca Nanni;
Pietro Pinoli;
Marco Masseroli",https://ieeexplore.ieee.org/document/9280414/,10.1109/TCBB.2020.3042309,Year: 2022
Semi-Supervised Deep Learning Seismic Impedance Inversion Using Generative Adversarial Networks,"Delin Meng;
Bangyu Wu;
Naihao Liu;
Wenchao Chen",https://ieeexplore.ieee.org/document/9323119/,10.1109/IGARSS39084.2020.9323119,Year: 2020
Deep learning and integrated learning for predicting student's withdrawal behavior in MOOC,"Yingjie Ren;
Sirui Huang;
Ya Zhou",https://ieeexplore.ieee.org/document/9479640/,10.1109/ICEKIM52309.2021.00026,Year: 2021
Watermarking Protocol for Deep Neural Network Ownership Regulation in Federated Learning,"Fang-Qi Li;
Shi-Lin Wang;
Alan Wee-Chung Liew",https://ieeexplore.ieee.org/document/9859395/,10.1109/ICMEW56448.2022.9859395,Year: 2022
Federated Learning-based Deep Learning Model for PET Attenuation and Scatter Correction: A Multi-Center Study,"Isaac Shiri;
Alireza Vafaei Sadr;
Amirhossein Sanaat;
Sohrab Ferdowsi;
Hossein Arabi;
Habib Zaidi",https://ieeexplore.ieee.org/document/9875813/,10.1109/NSS/MIC44867.2021.9875813,Year: 2021
Deep learning algorithm for Facial Expression Classification,Bin He,https://ieeexplore.ieee.org/document/9824661/,10.1109/CVIDLICCEA56201.2022.9824661,Year: 2022
Security issues and defensive approaches in deep learning frameworks,"Hongsong Chen;
Yongpeng Zhang;
Yongrui Cao;
Jing Xie",https://ieeexplore.ieee.org/document/9449334/,10.26599/TST.2020.9010050,Year: 2021
A Visual Similarity Recommendation System using Generative Adversarial Networks,"Betül Ay;
Galip Aydın;
Zeynep Koyun;
Mehmet Demir",https://ieeexplore.ieee.org/document/8876932/,10.1109/Deep-ML.2019.00017,Year: 2019
Serving distributed inference deep learning models in serverless computing,"Kunal Mahajan;
Rumit Desai",https://ieeexplore.ieee.org/document/9860735/,10.1109/CLOUD55607.2022.00029,Year: 2022
Application of Deep-Learning via Transfer Learning to Evaluate Silicone Rubber Material Surface Erosion,"Youssef El Haj;
Ayman H. El-Hag;
Refat A. Ghunem",https://ieeexplore.ieee.org/document/9515843/,10.1109/TDEI.2021.009617,Year: 2021
Deep Learning in Hyperspectral Unmixing: A Review,"Jignesh S. Bhatt;
M. V. Joshi",https://ieeexplore.ieee.org/document/9324546/,10.1109/IGARSS39084.2020.9324546,Year: 2020
Object Detection in Video by Detecting Vehicles Using Machine Learning and Deep Learning Approaches,"Ahmed Sheikh Abdullahi Madey;
Amani Yahyaoui;
Jawad Rasheed",https://ieeexplore.ieee.org/document/9759968/,10.1109/FoNeS-AIoT54873.2021.00023,Year: 2021
Deep Learning Based Object Detection and Recognition of Unmanned Aerial Vehicles,"Erdem Bayhan;
Zehra Ozkan;
Mustafa Namdar;
Arif Basgumus",https://ieeexplore.ieee.org/document/9461279/,10.1109/HORA52670.2021.9461279,Year: 2021
A deep learning framework for predicting the student's performance in the virtual learning environment,"Soha Ahmed;
Yehia Helmy;
Shimaa Ouf",https://ieeexplore.ieee.org/document/9756058/,10.1109/ICCI54321.2022.9756058,Year: 2022
Transfer Optimistic Outcome-based Learning for Mature Behavior of Machine in Deep Learning,"Prabhanjan Chaudhari;
Amit Bhusari",https://ieeexplore.ieee.org/document/9398404/,10.1109/ICATMRI51801.2020.9398404,Year: 2020
Optimized Deep Learning Model for Lung Cancer Prediction Using ANN Algorithm,"Deepak Rawat;
Meenakshi;
Lokesh Pawar;
Gaurav Bathla;
Ravi Kant",https://ieeexplore.ieee.org/document/9885607/,10.1109/ICESC54411.2022.9885607,Year: 2022
Analysis of Encrypted Image Data with Deep Learning Models,"Durmuş Özdemir;
Dilek Çelik",https://ieeexplore.ieee.org/document/9654326/,10.1109/ISCTURKEY53027.2021.9654326,Year: 2021
RotPredictor: Unsupervised Canonical Viewpoint Learning for Point Cloud Classification,"Jin Fang;
Dingfu Zhou;
Xibin Song;
Shengze Jin;
Ruigang Yang;
Liangjun Zhang",https://ieeexplore.ieee.org/document/9320323/,10.1109/3DV50981.2020.00109,Year: 2020
Design of Interactive System for Autonomous Learning of Business English Majors Based on Deep Learning Algorithms,"Jiayi Wu;
Runze Wan",https://ieeexplore.ieee.org/document/9742722/,10.1109/ICAIS53314.2022.9742722,Year: 2022
Modularizing Deep Learning via Pairwise Learning With Kernels,"Shiyu Duan;
Shujian Yu;
José C. Príncipe",https://ieeexplore.ieee.org/document/9314071/,10.1109/TNNLS.2020.3042346,Year: 2022
Construction of Deep ReLU Nets for Spatially Sparse Learning,"Xia Liu;
Di Wang;
Shao-Bo Lin",https://ieeexplore.ieee.org/document/9712867/,10.1109/TNNLS.2022.3146062,Year: 2022
Survey of the Image Recognition Based on Deep Learning Network for Autonomous Driving Car,Jinqiao Liu,https://ieeexplore.ieee.org/document/9363779/,10.1109/ISCTT51595.2020.00007,Year: 2020
A Deep Learning Approach of English Vocabulary for Mobile Platform,Nanyan Shen,https://ieeexplore.ieee.org/document/9410191/,10.1109/ICMTMA52658.2021.00106,Year: 2021
Deep Learning Based Steatosis Quantification of Liver Histopathology Images Using Unsupervised Feature Extraction,"Meryem Altin Karagoz;
Dervis Karaboga;
Bahriye Akay;
Alper Basturk;
O. Ufuk Nalbantoglu",https://ieeexplore.ieee.org/document/9873795/,10.1109/ICMI55296.2022.9873795,Year: 2022
Cryptomining malware detection based on edge computing-oriented multi-modal features deep learning,"Wenjuan Lian;
Guoqing Nie;
Yanyan Kang;
Bin Jia;
Yang Zhang",https://ieeexplore.ieee.org/document/9722781/,10.23919/JCC.2022.02.014,Year: 2022
Analysis of Anomaly Detection Approaches Performed Through Deep Learning Methods in SCADA Systems,"Hakan Can Altunay;
Zafer Albayrak;
Ahmet Nusret Özalp;
Muhammet Çakmak",https://ieeexplore.ieee.org/document/9461273/,10.1109/HORA52670.2021.9461273,Year: 2021
Anomaly detection of industrial control systems based on transfer learning,"Weiping Wang;
Zhaorong Wang;
Zhanfan Zhou;
Haixia Deng;
Weiliang Zhao;
Chunyang Wang;
Yongzhen Guo",https://ieeexplore.ieee.org/document/9449327/,10.26599/TST.2020.9010041,Year: 2021
Classification and Identification of Domestic Catsbased on Deep Learning,Ruihao Zhang,https://ieeexplore.ieee.org/document/9797474/,10.1109/ICAICE54393.2021.00029,Year: 2021
Impact Analysis of Stacked Machine Learning Algorithms Based Feature Selections for Deep Learning Algorithm Applied to Regression Analysis,"Shrirang Ambaji Kulkarni;
Varadraj P Gurupur;
Christian King",https://ieeexplore.ieee.org/document/9764105/,10.1109/SoutheastCon48659.2022.9764105,Year: 2022
Detection of phytophthora palmivora in cocoa fruit with deep learning,"Rannoverng Yanac Montesino;
Jimmy Aurelio Rosales-Huamani;
José Luis Castillo-Sequera",https://ieeexplore.ieee.org/document/9476279/,10.23919/CISTI52073.2021.9476279,Year: 2021
Deep-Learning-as-a-Workflow (DLaaW): An Innovative Approach to Enabling Deep Learning in Scientific Workflows,"Junwen Liu;
Ziyun Xiao;
Shiyong Lu;
Dunren Che",https://ieeexplore.ieee.org/document/9671626/,10.1109/BigData52589.2021.9671626,Year: 2021
Deep Learning in Dynamic Modeling of Medical Imaging: A Review Study,"Srinivasa Rao Swarna;
Sumati Boyapati;
Vishal Dutt;
Karan Bajaj",https://ieeexplore.ieee.org/document/9315990/,10.1109/ICISS49785.2020.9315990,Year: 2020
Teaching Vehicles to Steer Themselves with Deep Learning,"Ian Timmis;
Nicholas Paul;
Chan-Jin Chung",https://ieeexplore.ieee.org/document/9491894/,10.1109/EIT51626.2021.9491894,Year: 2021
SASDL and RBATQ: Sparse Autoencoder With Swarm Based Deep Learning and Reinforcement Based Q-Learning for EEG Classification,"Sunil Kumar Prabhakar;
Seong-Whan Lee",https://ieeexplore.ieee.org/document/9740532/,10.1109/OJEMB.2022.3161837,Year: 2022
Approximate Model Checking based on Deep Forest,Weijun Zhu,https://ieeexplore.ieee.org/document/9930208/,10.1109/AICIT55386.2022.9930208,Year: 2022
Deep Learning Evaluation Using Receiver Operating Curve (ROC) for Footprint Biometric Authentication,"Sairul Izwan Safie;
Rusmawarni Ramli;
Zulhaimi Mohamad",https://ieeexplore.ieee.org/document/9929060/,10.1109/ICSIMA55652.2022.9929060,Year: 2022
A Study of Deep Reinforcement Learning Based Recommender Systems,"Garima Gupta;
Rahul Katarya",https://ieeexplore.ieee.org/document/9478178/,10.1109/ICSCCC51823.2021.9478178,Year: 2021
DNN-based Implementation of Data-Driven Iterative Learning Control for Unknown System Dynamics,"Junkang Li;
Yong Fang;
Yu Ge;
Yuzhou Wu",https://ieeexplore.ieee.org/document/9275089/,10.1109/DDCLS49620.2020.9275089,Year: 2020
Robot path planning based on deep reinforcement learning,"Yinxin Long;
Huajin He",https://ieeexplore.ieee.org/document/9339752/,10.1109/TOCS50858.2020.9339752,Year: 2020
A Novel Graph-Theoretic Deep Representation Learning Method for Multi-Label Remote Sensing Image Retrieval,"Gencer Sumbul;
Begüm Demir",https://ieeexplore.ieee.org/document/9554466/,10.1109/IGARSS47720.2021.9554466,Year: 2021
COVID-19 Detection via Image Classification using Deep Learning on Chest X-Ray,"Mohammad Ayyaz Azeem;
Muhammad Irfan Khan;
Suleiman A. Khan",https://ieeexplore.ieee.org/document/9708588/,10.1109/EE-RDS53766.2021.9708588,Year: 2021
Deep Learning for Unsupervised Neural Machine Translation,Kuai Yu,https://ieeexplore.ieee.org/document/9696021/,10.1109/ICBASE53849.2021.00121,Year: 2021
Deep And Machine Learning Towards Pneumonia And Asthma Detection,"Amani Yahyaoui;
Nejat Yumuşak",https://ieeexplore.ieee.org/document/9581963/,10.1109/3ICT53449.2021.9581963,Year: 2021
Performance Assessment of Physiotherapy and Rehabilitation Exercises with Deep Learning,"İlhan Aytutuldu;
Tarkan Aydin",https://ieeexplore.ieee.org/document/9864774/,10.1109/SIU55565.2022.9864774,Year: 2022
Heterogeneous Transfer in Deep Learning for Spectrogram Classification in Cognitive Communications,"Tyler Cody;
Peter A. Beling",https://ieeexplore.ieee.org/document/9527298/,10.1109/CCAAW50069.2021.9527298,Year: 2021
Research on Stock Market Analysis Based on Deep Learning,"Allam Maalla;
Chong Yao Zhuang;
Qin Hui Feng;
Lu Shen",https://ieeexplore.ieee.org/document/9482065/,10.1109/IMCEC51613.2021.9482065,Year: 2021
"Prediction of Pneumonia Using Big Data, Deep Learning and Machine Learning Techniques","K.R. Swetha;
Niranjanamurthy M;
Amulya M P;
Manu Y M",https://ieeexplore.ieee.org/document/9489188/,10.1109/ICCES51350.2021.9489188,Year: 2021
Air Turbulence Forecasting of Airbus type A320 in Southeast Asia using Deep Learning Method,"Popphon Laon;
Pattarapong Phasukkit;
Chusit Pradabpet",https://ieeexplore.ieee.org/document/9332799/,10.1109/iSTEM-Ed50324.2020.9332799,Year: 2020
Reducing the training time of deep learning models using synchronous SGD and large batch size,"Salah Eddine Loukili;
Abdellah Ezzati;
Said Ben Alla;
Brahim Zraibi",https://ieeexplore.ieee.org/document/9806117/,10.1109/ISCV54655.2022.9806117,Year: 2022
Application research of plant leaf pests and diseases base on unsupervised learning,"Mingjing Pei;
Min Kong;
Maosheng Fu;
Xiancun Zhou;
Zusong Li;
Jieru Xu",https://ieeexplore.ieee.org/document/9824321/,10.1109/CVIDLICCEA56201.2022.9824321,Year: 2022
Deep learning-based pesticides prescription system for leaf diseases of home garden crops in Sri Lanka,Siventhirarajah Sangeevan,https://ieeexplore.ieee.org/document/9568308/,10.1109/SCSE53661.2021.9568308,Year: 2021
Deep Q-Learning With Q-Matrix Transfer Learning for Novel Fire Evacuation Environment,"Jivitesh Sharma;
Per-Arne Andersen;
Ole-Christoffer Granmo;
Morten Goodwin",https://ieeexplore.ieee.org/document/8989970/,10.1109/TSMC.2020.2967936,Year: 2021
A Deep Learning Based Predictive Model for Healthcare Analytics,"Nguyen Duy Thong Tran;
Carson K. Leung;
Evan W.R. Madill;
Phan Thai Binh",https://ieeexplore.ieee.org/document/9874514/,10.1109/ICHI54592.2022.00106,Year: 2022
Applications of Deep Learning and Reinforcement Learning to Biological Data,"Mufti Mahmud;
Mohammed Shamim Kaiser;
Amir Hussain;
Stefano Vassanelli",https://ieeexplore.ieee.org/document/8277160/,10.1109/TNNLS.2018.2790388,Year: 2018
A Brief Review on Deep Learning in Application of Communication Signal Processing,"Yan Liu;
Yonggui Li;
Yonggang Zhu;
Yingtao Niu;
Peng Jia",https://ieeexplore.ieee.org/document/9339345/,10.1109/ICSIP49896.2020.9339345,Year: 2020
Autonomous Car Driving Using Deep Learning,"Narayana Darapaneni;
Pratosh Raj R;
Anwesh Reddy Paduri;
Emmanuel Anand;
Kumar Rajarathinam;
Prem Thomas Eapen;
Sethuraman. K;
Sharath Krishnamurthy",https://ieeexplore.ieee.org/document/9478090/,10.1109/ICSCCC51823.2021.9478090,Year: 2021
Ultra Low-Power Deep Learning Applications at the Edge with Jetson Orin AGX Hardware,"Mark Barnell;
Courtney Raymond;
Steven Smiley;
Darrek Isereau;
Daniel Brown",https://ieeexplore.ieee.org/document/9926369/,10.1109/HPEC55821.2022.9926369,Year: 2022
Performance Analysis and Disaster Signal Detection Method based on Deep Learning using SDR Platform,"Jin-Hyuk Song;
Sang-Jung Ra;
Byung-Jun Bae",https://ieeexplore.ieee.org/document/9289178/,10.1109/ICTC49870.2020.9289178,Year: 2020
Internet-based deep learning of English vocabulary,Zhu Aihua,https://ieeexplore.ieee.org/document/9389890/,10.1109/ICBAIE52039.2021.9389890,Year: 2021
Deepfakes Creation and Detection Using Deep Learning,"Hady A. Khalil;
Shady A. Maged",https://ieeexplore.ieee.org/document/9447642/,10.1109/MIUCC52538.2021.9447642,Year: 2021
A Weakly Supervised Deep Learning Approach for Plant Center Detection and Counting,"Azam Karami;
Melba Crawford;
Edward J. Delp",https://ieeexplore.ieee.org/document/9324354/,10.1109/IGARSS39084.2020.9324354,Year: 2020
Performance Evaluation of Liquid- Pouch Inspection Based on Contamination Extraction and Conventional Deep-Learning Model,"Kou Koga;
Hidenori Kogure;
Takeshi Kanemoto;
Makoto Hasegawa",https://ieeexplore.ieee.org/document/9501475/,10.1109/ITC-CSCC52171.2021.9501475,Year: 2021
A Comparative Approach For Clickbait Detection Using Deep Learning,"Mohammed Adil Shaikh;
Sneha Annappanavar",https://ieeexplore.ieee.org/document/9332172/,10.1109/IBSSC51096.2020.9332172,Year: 2020
Garbage Detection on The Water Surface Based on Deep Learning,"Xinyan Yin;
Jiatang Lu;
Ying Liu",https://ieeexplore.ieee.org/document/9853400/,10.1109/ICCEAI55464.2022.00145,Year: 2022
A Deep Learning Approach for Downlink Sum Rate Maximization in Satellite-Terrestrial Integrated Network,"Qingmiao Zhang;
Lidong Zhu",https://ieeexplore.ieee.org/document/9851793/,10.1109/ISNCC55209.2022.9851793,Year: 2022
Sentiment Analysis on Twitter Data Using Deep Learning approach,"Vishu Tyagi;
Ashwini Kumar;
Sanjoy Das",https://ieeexplore.ieee.org/document/9362853/,10.1109/ICACCCN51052.2020.9362853,Year: 2020
Comparing the performance of machine learning and deep learning algorithms classifying messages in Facebook learning group,"Cheng-Yo Huang-Fu;
Chen-Hsuan Liao;
Jiun-Yu Wu",https://ieeexplore.ieee.org/document/9499845/,10.1109/ICALT52272.2021.00111,Year: 2021
Face Mask Detection using Deep Learning and Transfer Learning Models,"Nazmus Shakib Shadin;
Silvia Sanjana;
Daiyan Ibrahim",https://ieeexplore.ieee.org/document/9775925/,10.1109/ICISET54810.2022.9775925,Year: 2022
Deep Learning Based Multi-layer Metallic Metasurface Design,"Bowen Zheng;
Hualiang Zhang",https://ieeexplore.ieee.org/document/9330056/,10.1109/IEEECONF35879.2020.9330056,Year: 2020
Implementation of a Round Robin Processing Element for Deep Learning Accelerator,"Eunchong Lee;
Yongseok Lee;
Sang-Seol Lee;
Byoung-Ho Choi",https://ieeexplore.ieee.org/document/9333012/,10.1109/ISOCC50952.2020.9333012,Year: 2020
GAN-enhanced simulated sonar images for deep learning based detection and classification,"Louise Rixon Fuchs;
Aron Norén;
Philip Johansson",https://ieeexplore.ieee.org/document/9775246/,10.1109/OCEANSChennai45887.2022.9775246,Year: 2022
Deep Learning for Automatic Road Marking Detection with Yolov5,"Rung-Ching Chen;
Yong-Cun Zhuang;
Jeang-Kuo Chen;
Christine Dewi",https://ieeexplore.ieee.org/document/9941313/,10.1109/ICMLC56445.2022.9941313,Year: 2022
Deep Learning: A Powerful Framework for the Real-Time Solution of Inverse Scattering Problems,"Andrea Massa;
Xudong Chen;
Maokun Li;
Alessandro Polo;
Pietro Rosatti;
Marco Salucci",https://ieeexplore.ieee.org/document/9704174/,10.1109/APS/URSI47566.2021.9704174,Year: 2021
Experiments Focused on Exploration in Deep Reinforcement Learning,"Martin Kaloev;
Georgi Krastev",https://ieeexplore.ieee.org/document/9604690/,10.1109/ISMSIT52890.2021.9604690,Year: 2021
Methodological Principles for Deep Learning in Software Engineering,"Tao Lin;
Fu Chen;
Xue Fu",https://ieeexplore.ieee.org/document/9679405/,10.1109/IPCCC51483.2021.9679405,Year: 2021
Supervised Few-Shot Image Segmentation with Deep Metric Learning,Yanjiang Li,https://ieeexplore.ieee.org/document/9707198/,10.1109/ICEITSA54226.2021.00088,Year: 2021
Bayesian Deep Learning with Monte Carlo Dropout for Qualification of Semantic Segmentation,"Clément Dechesne;
Pierre Lassalle;
Sébastien Lefèvre",https://ieeexplore.ieee.org/document/9555043/,10.1109/IGARSS47720.2021.9555043,Year: 2021
Smart City Intelligent Traffic Control for Connected Road Junction Congestion Awareness with Deep Extreme Learning Machine,"Muhammad Hassan;
Asma Kanwal;
Muath Jarrah;
Manas Pradhan;
Arshad Hussain;
Beenu Mago",https://ieeexplore.ieee.org/document/9759073/,10.1109/ICBATS54253.2022.9759073,Year: 2022
Automated Detection of Malaria implemented by Deep Learning in Pytorch,"Padmini Krishnadas;
Niranjana Sampathila",https://ieeexplore.ieee.org/document/9622608/,10.1109/CONECCT52877.2021.9622608,Year: 2021
Dog Breed Classification Using Deep Learning,"Akash Varshney;
Abhay Katiyar;
Aman Kumar Singh;
Surendra Singh Chauhan",https://ieeexplore.ieee.org/document/9498338/,10.1109/CONIT51480.2021.9498338,Year: 2021
Machine Learning and Deep Learning Models for Diagnosis of Parkinson’s Disease: A Performance Analysis,"P. Mounika;
S. Govinda Rao",https://ieeexplore.ieee.org/document/9640632/,10.1109/I-SMAC52330.2021.9640632,Year: 2021
Unimpeded Walking with Deep Learning,"Erdem Bayhan;
Cenk Berkan Deligoz;
Feride Seymen;
Mustafa Namdar;
Arif Basgumus",https://ieeexplore.ieee.org/document/9864703/,10.1109/SIU55565.2022.9864703,Year: 2022
Deep Learning Toward Preventing Web Attacks,"Abdelrahman S. Hussainy;
Mahmoud A. Khalifa;
Abdallah Elsayed;
Amr Hussien;
Mohammed Abdel Razek",https://ieeexplore.ieee.org/document/9756057/,10.1109/ICCI54321.2022.9756057,Year: 2022
Feature-Based Deep LSTM Network for Indoor Localization Using UWB Measurements,"Alwin Poulose;
Dong Seog Han",https://ieeexplore.ieee.org/document/9415277/,10.1109/ICAIIC51459.2021.9415277,Year: 2021
HAT: Hybrid Adversarial Training to Make Robust Deep Learning Classifiers,"Younis Ali;
M. Arif Wani",https://ieeexplore.ieee.org/document/9763284/,10.23919/INDIACom54597.2022.9763284,Year: 2022
A Deep Learning Module Design for Workspace Identification in Manufacturing Industry,"Jeong-Su Kim;
Dong Myung Lee",https://ieeexplore.ieee.org/document/9415257/,10.1109/ICAIIC51459.2021.9415257,Year: 2021
Performance Comparison of Fuzzy Logic and Deep Learning algorithms for fault detection in electrical power transmission system,"Nouha Bouchiba;
Azeddine Kaddouri",https://ieeexplore.ieee.org/document/9621580/,10.1109/EPEC52095.2021.9621580,Year: 2021
Marginal Deep Architecture: Stacking Feature Learning Modules to Build Deep Learning Models,"Guoqiang Zhong;
Kang Zhang;
Hongxu Wei;
Yuchen Zheng;
Junyu Dong",https://ieeexplore.ieee.org/document/8657740/,10.1109/ACCESS.2019.2902631,Year: 2019
COVID-19 Detection Using Deep Learning Methods,"Mehmet Sevi;
İlhan AYDIN",https://ieeexplore.ieee.org/document/9325626/,10.1109/ICDABI51230.2020.9325626,Year: 2020
